,As:1,As:2,As:3,As:4,As:5,As:6,Qz:1,Qz:2,Qz:3,Qz:4,Qz:5,Qz:6,Qz:7,Qz:8,S-I,S-II,Final,Proj
0,61.92307692307693,86.42857142857143,81.66666666666667,81.0,49.166666666666664,78.33333333333333,70.0,33.33333333333333,20.0,80.0,0.0,50.0,75.0,100.0,43.73333333333333,15.6,35.73333333333333,
1,55.769230769230774,97.14285714285714,43.333333333333336,70.0,67.08333333333333,78.88888888888889,50.0,46.666666666666664,0.0,100.0,70.0,100.0,83.33333333333334,100.0,31.2,27.46666666666667,53.48888888888889,
2,86.92307692307692,88.57142857142857,0.0,94.0,66.66666666666666,88.88888888888889,70.0,16.666666666666664,10.0,10.0,20.0,20.0,100.0,100.0,23.733333333333334,16.2,32.48888888888889,
3,46.92307692307692,62.142857142857146,0.0,44.0,0.0,55.55555555555556,30.0,33.33333333333333,5.0,0.0,0.0,20.0,25.0,0.0,46.199999999999996,22.46666666666667,27.999999999999996,
4,80.0,95.71428571428572,80.55555555555556,90.0,100.0,100.0,100.0,70.0,100.0,100.0,65.0,100.0,75.0,100.0,71.2,43.73333333333333,74.73333333333333,
5,0.0,74.28571428571429,67.77777777777779,41.0,45.83333333333333,64.44444444444444,90.0,36.666666666666664,15.0,0.0,80.0,80.0,25.0,100.0,26.200000000000003,10.0,39.48888888888889,
6,90.76923076923077,88.57142857142857,95.0,79.0,90.83333333333333,100.0,100.0,56.666666666666664,95.0,100.0,70.0,90.0,83.33333333333334,100.0,56.86666666666667,34.333333333333336,70.4888888888889,
7,0.0,67.14285714285714,48.888888888888886,46.0,42.5,0.0,40.0,40.0,5.0,0.0,10.0,0.0,25.0,0.0,16.2,12.466666666666667,13.244444444444445,
8,80.76923076923077,92.85714285714286,75.0,94.0,77.5,96.66666666666667,70.0,56.666666666666664,0.0,10.0,10.0,40.0,75.0,100.0,35.0,60.6,58.24444444444444,
9,86.92307692307692,84.28571428571429,57.22222222222222,66.0,55.00000000000001,54.44444444444444,90.0,13.333333333333334,5.0,0.0,0.0,30.0,16.666666666666664,100.0,22.46666666666667,11.866666666666667,27.73333333333333,
10,0.0,93.57142857142857,67.22222222222223,56.00000000000001,51.66666666666667,81.11111111111111,50.0,43.333333333333336,90.0,100.0,100.0,70.0,66.66666666666666,100.0,36.86666666666667,43.73333333333333,60.48888888888888,
11,80.76923076923077,85.71428571428571,43.888888888888886,100.0,66.66666666666666,98.88888888888889,0.0,13.333333333333334,55.00000000000001,10.0,10.0,30.0,58.333333333333336,100.0,38.733333333333334,15.6,40.0,
12,70.76923076923077,72.85714285714285,0.0,70.0,70.83333333333334,80.0,50.0,36.666666666666664,15.0,10.0,10.0,40.0,8.333333333333332,100.0,46.199999999999996,40.599999999999994,47.488888888888894,
13,93.84615384615384,77.85714285714286,87.77777777777777,70.0,75.0,0.0,70.0,36.666666666666664,0.0,10.0,10.0,90.0,33.33333333333333,100.0,35.0,14.333333333333334,45.733333333333334,
14,83.84615384615385,0.0,83.88888888888889,66.0,83.33333333333334,97.77777777777777,60.0,30.0,60.0,0.0,10.0,70.0,16.666666666666664,100.0,37.46666666666666,12.466666666666667,47.24444444444445,
15,0.0,88.57142857142857,87.77777777777777,100.0,73.33333333333333,100.0,80.0,46.666666666666664,0.0,100.0,30.0,80.0,33.33333333333333,100.0,38.733333333333334,35.0,61.24444444444445,
16,0.0,90.71428571428571,94.44444444444444,100.0,80.0,36.666666666666664,100.0,26.666666666666668,40.0,100.0,30.0,80.0,33.33333333333333,100.0,53.733333333333334,73.73333333333333,49.24444444444445,
17,80.0,0.0,0.0,99.0,78.33333333333333,88.88888888888889,90.0,20.0,95.0,10.0,0.0,100.0,50.0,100.0,47.46666666666667,46.199999999999996,65.24444444444444,
18,79.23076923076923,0.0,88.88888888888889,100.0,91.66666666666666,100.0,80.0,60.0,100.0,100.0,20.0,100.0,0.0,100.0,73.73333333333333,48.06666666666667,63.733333333333334,
19,56.53846153846154,76.42857142857142,72.22222222222221,74.0,75.0,58.88888888888889,30.0,13.333333333333334,5.0,0.0,10.0,70.0,16.666666666666664,100.0,36.199999999999996,27.46666666666667,44.48888888888889,
20,83.07692307692308,63.57142857142857,55.55555555555556,87.0,66.66666666666666,60.0,100.0,0.0,40.0,10.0,15.0,80.0,75.0,100.0,53.733333333333334,42.46666666666667,45.48888888888889,
21,82.3076923076923,80.0,91.66666666666666,94.0,33.33333333333333,72.22222222222221,100.0,60.0,95.0,100.0,100.0,90.0,83.33333333333334,100.0,73.06666666666666,54.333333333333336,64.0,
22,91.53846153846153,60.0,80.0,92.0,90.0,88.88888888888889,90.0,53.333333333333336,15.0,5.0,30.0,70.0,66.66666666666666,100.0,47.46666666666667,46.199999999999996,66.4888888888889,
23,57.692307692307686,0.0,0.0,30.0,72.5,0.0,50.0,40.0,10.0,0.0,20.0,0.0,0.0,0.0,31.2,5.0,13.999999999999998,
24,79.23076923076923,74.28571428571429,66.66666666666666,42.0,54.58333333333333,87.77777777777777,90.0,60.0,10.0,0.0,30.0,70.0,75.0,100.0,48.73333333333333,36.86666666666667,58.733333333333334,
25,43.46153846153846,0.0,67.77777777777779,51.0,49.166666666666664,78.88888888888889,70.0,20.0,20.0,0.0,20.0,70.0,33.33333333333333,100.0,30.0,33.06666666666666,35.73333333333333,
26,84.61538461538461,76.42857142857142,78.33333333333333,60.0,50.83333333333333,81.11111111111111,70.0,56.666666666666664,10.0,100.0,50.0,50.0,41.66666666666667,100.0,33.733333333333334,16.2,43.48888888888889,
27,68.46153846153847,57.14285714285714,36.11111111111111,67.0,45.0,54.44444444444444,60.0,23.333333333333332,0.0,0.0,30.0,40.0,25.0,100.0,28.733333333333334,10.600000000000001,43.48888888888889,
28,70.76923076923077,100.0,91.11111111111111,85.0,0.0,93.88888888888889,80.0,46.666666666666664,30.0,0.0,80.0,80.0,25.0,100.0,29.333333333333332,28.733333333333334,40.0,
29,77.6923076923077,70.71428571428572,0.0,95.0,73.33333333333333,51.11111111111111,60.0,56.666666666666664,5.0,0.0,10.0,40.0,16.666666666666664,100.0,43.73333333333333,19.333333333333332,24.244444444444444,
30,47.69230769230769,0.0,63.33333333333333,60.0,72.5,74.44444444444444,0.0,66.66666666666666,0.0,10.0,30.0,0.0,50.0,100.0,22.46666666666667,10.600000000000001,27.73333333333333,
31,64.61538461538461,72.85714285714285,49.44444444444444,56.00000000000001,66.66666666666666,53.333333333333336,40.0,46.666666666666664,10.0,0.0,90.0,60.0,58.333333333333336,100.0,35.0,10.0,36.24444444444444,
32,96.15384615384616,85.71428571428571,93.33333333333333,81.0,91.66666666666666,95.55555555555556,90.0,40.0,0.0,0.0,30.0,50.0,16.666666666666664,100.0,53.733333333333334,28.733333333333334,50.73333333333333,
33,74.61538461538461,0.0,55.55555555555556,82.0,60.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,100.0,29.333333333333332,9.333333333333332,14.488888888888887,
0,83.84615384615385,81.42857142857143,79.0,94.0,95.83333333333334,85.0,40.0,33.33333333333333,10.0,100.0,20.0,0.0,58.333333333333336,100.0,71.2,57.46666666666667,59.24444444444445,
1,76.92307692307693,81.42857142857143,81.0,84.0,97.5,88.75,100.0,40.0,100.0,100.0,20.0,100.0,100.0,100.0,55.00000000000001,70.0,70.73333333333332,
2,54.61538461538461,97.14285714285714,92.0,94.0,72.5,68.75,60.0,26.666666666666668,10.0,20.0,0.0,0.0,58.333333333333336,100.0,37.46666666666666,31.2,50.73333333333333,
3,73.07692307692307,0.0,67.4,66.0,65.0,52.5,40.0,26.666666666666668,0.0,10.0,0.0,30.0,66.66666666666666,100.0,31.2,14.333333333333334,34.733333333333334,
4,0.0,85.71428571428571,98.0,92.0,95.0,91.25,40.0,53.333333333333336,20.0,100.0,100.0,40.0,41.66666666666667,100.0,35.0,60.0,55.733333333333334,
5,46.15384615384615,0.0,38.0,48.0,41.66666666666667,60.0,20.0,46.666666666666664,10.0,20.0,0.0,30.0,50.0,100.0,35.0,25.0,36.24444444444444,
6,69.23076923076923,77.14285714285715,30.3,40.0,51.66666666666667,30.0,80.0,33.33333333333333,0.0,20.0,20.0,20.0,50.0,100.0,30.0,16.2,36.733333333333334,
7,0.0,0.0,46.0,34.0,88.33333333333333,80.0,40.0,0.0,0.0,50.0,0.0,30.0,75.0,100.0,22.46666666666667,28.733333333333334,37.24444444444445,
8,0.0,100.0,71.0,48.0,62.5,87.5,40.0,0.0,10.0,20.0,70.0,0.0,50.0,100.0,25.0,37.46666666666666,48.00000000000001,
9,63.07692307692307,85.71428571428571,52.0,76.0,18.333333333333332,0.0,70.0,53.333333333333336,20.0,100.0,20.0,100.0,0.0,100.0,55.599999999999994,48.73333333333333,44.0,
10,74.61538461538461,0.0,98.0,96.0,96.66666666666667,96.25,100.0,40.0,20.0,100.0,20.0,0.0,83.33333333333334,100.0,80.0,61.199999999999996,57.244444444444454,
11,97.6923076923077,97.14285714285714,98.0,94.0,98.33333333333333,95.0,100.0,66.66666666666666,40.0,100.0,40.0,100.0,100.0,100.0,88.06666666666668,80.0,76.24444444444445,
12,58.46153846153847,42.857142857142854,61.1,90.0,80.83333333333333,85.0,30.0,33.33333333333333,20.0,20.0,30.0,30.0,100.0,100.0,31.86666666666667,27.46666666666667,51.0,
13,95.38461538461539,81.42857142857143,74.0,50.0,49.166666666666664,46.25,40.0,33.33333333333333,0.0,80.0,20.0,30.0,66.66666666666666,100.0,47.46666666666667,48.73333333333333,37.733333333333334,
14,63.84615384615384,78.57142857142857,33.1,74.0,57.49999999999999,68.75,50.0,46.666666666666664,0.0,20.0,0.0,30.0,41.66666666666667,100.0,29.333333333333332,15.0,26.48888888888889,
15,90.0,91.42857142857143,98.0,90.0,82.5,96.25,20.0,33.33333333333333,0.0,70.0,50.0,20.0,50.0,100.0,36.86666666666667,28.733333333333334,39.0,
16,95.38461538461539,97.14285714285714,99.0,96.0,97.5,91.25,80.0,53.333333333333336,10.0,100.0,100.0,0.0,100.0,100.0,56.86666666666667,58.733333333333334,66.73333333333333,
17,80.76923076923077,85.71428571428571,79.0,88.0,90.83333333333333,85.0,80.0,33.33333333333333,0.0,20.0,20.0,30.0,58.333333333333336,100.0,50.0,26.200000000000003,40.24444444444445,
18,0.0,74.28571428571429,82.0,66.0,71.66666666666667,0.0,70.0,0.0,0.0,10.0,20.0,30.0,100.0,100.0,31.2,20.0,34.0,
19,0.0,97.14285714285714,0.0,82.0,73.33333333333333,93.75,20.0,33.33333333333333,10.0,0.0,0.0,0.0,91.66666666666666,100.0,21.200000000000003,0.0,6.999999999999999,
20,0.0,95.71428571428572,54.0,68.0,87.5,63.74999999999999,40.0,26.666666666666668,20.0,0.0,70.0,0.0,0.0,100.0,56.199999999999996,28.733333333333334,51.24444444444444,
21,72.3076923076923,85.71428571428571,83.0,39.2,61.66666666666667,68.75,30.0,40.0,0.0,10.0,30.0,50.0,75.0,100.0,46.199999999999996,18.066666666666666,46.488888888888894,
22,0.0,57.14285714285714,38.7,34.0,55.833333333333336,58.75,40.0,40.0,0.0,10.0,0.0,0.0,50.0,100.0,10.600000000000001,18.066666666666666,16.48888888888889,
23,59.23076923076923,92.85714285714286,37.0,68.0,66.66666666666666,67.5,50.0,40.0,0.0,20.0,0.0,30.0,0.0,100.0,35.6,16.2,28.48888888888889,
24,0.0,71.42857142857143,56.00000000000001,66.0,74.16666666666667,71.25,40.0,20.0,0.0,20.0,0.0,0.0,66.66666666666666,100.0,39.333333333333336,11.200000000000001,38.48888888888889,
25,0.0,80.0,25.4,28.000000000000004,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000001,3.066666666666667,5.488888888888889,
26,0.0,88.57142857142857,82.0,70.0,95.83333333333334,71.25,70.0,33.33333333333333,10.0,30.0,10.0,40.0,100.0,100.0,51.2,37.46666666666666,47.733333333333334,
27,0.0,85.71428571428571,82.0,57.99999999999999,80.83333333333333,71.25,100.0,20.0,0.0,100.0,20.0,30.0,100.0,100.0,47.46666666666667,23.733333333333334,43.48888888888889,
0,91.25,0.0,61.66666666666667,70.0,0.0,,90.0,20.0,0.0,80.0,50.0,80.0,50.0,,72.46666666666665,28.933333333333334,37.5,70.0
1,84.375,0.0,75.0,91.66666666666666,73.75,,100.0,45.0,70.0,100.0,70.0,60.0,25.0,,78.73333333333333,64.0,65.225,75.0
2,83.75,44.0,66.66666666666666,0.0,0.0,,70.0,20.0,80.0,0.0,0.0,0.0,0.0,,26.200000000000003,1.0,5.450000000000001,0.0
3,0.0,0.0,0.0,33.33333333333333,57.49999999999999,,0.0,65.0,60.0,65.0,60.0,70.0,41.66666666666667,,55.00000000000001,19.2,35.0,45.0
4,34.0625,51.5,85.0,0.0,87.5,,100.0,35.0,65.0,20.0,40.0,0.0,37.5,,66.2,16.933333333333334,24.3,70.0
5,66.875,64.5,71.66666666666667,61.66666666666667,62.5,,85.0,70.0,100.0,60.0,95.0,70.0,29.166666666666668,,63.73333333333334,70.0,42.95,65.0
6,34.375,69.0,59.166666666666664,80.0,58.75,,45.0,20.0,10.0,0.0,40.0,60.0,50.0,,27.46666666666667,8.0,22.25,80.0
7,90.625,82.0,84.16666666666667,95.0,83.75,,60.0,60.0,85.0,60.0,40.0,100.0,50.0,,87.46666666666665,40.0,52.949999999999996,50.0
8,81.875,62.5,80.0,93.33333333333333,57.49999999999999,,70.0,25.0,90.0,20.0,40.0,50.0,0.0,,30.0,50.0,41.8,50.0
9,53.75,74.0,59.166666666666664,46.666666666666664,48.75,,25.0,0.0,70.0,85.0,50.0,40.0,37.5,,21.200000000000003,14.6,17.95,30.0
10,81.25,81.5,0.0,80.0,37.5,,20.0,0.0,75.0,20.0,80.0,20.0,0.0,,22.46666666666667,2.6,18.85,60.0
11,92.5,52.0,99.16666666666667,100.0,100.0,,100.0,95.0,80.0,50.0,70.0,100.0,62.5,,83.73333333333333,84.0,60.9,84.66666666666667
12,86.25,81.5,95.83333333333334,100.0,97.5,,35.0,20.0,90.0,60.0,80.0,60.0,0.0,,40.0,36.6,43.4,54.99999999999999
13,76.25,42.0,69.16666666666667,0.0,0.0,,100.0,0.0,60.0,85.0,90.0,70.0,37.5,,38.733333333333334,47.0,43.4,65.0
14,27.8125,38.5,54.58333333333333,43.333333333333336,0.0,,25.0,0.0,35.0,40.0,60.0,60.0,8.333333333333332,,3.733333333333334,5.6000000000000005,22.725,30.0
15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,25.0,40.0,40.0,10.0,12.5,,12.466666666666667,2.0,9.075,0.0
16,66.875,29.5,65.0,0.0,0.0,,65.0,40.0,60.0,60.0,100.0,50.0,58.333333333333336,,61.199999999999996,53.0,37.5,54.99999999999999
17,61.25000000000001,76.0,89.16666666666667,96.66666666666667,0.0,,70.0,40.0,40.0,60.0,70.0,50.0,62.5,,27.46666666666667,31.0,44.074999999999996,70.0
18,30.312499999999996,69.0,62.5,80.0,95.0,,55.00000000000001,20.0,40.0,60.0,20.0,60.0,29.166666666666668,,33.733333333333334,42.6,37.5,35.0
19,88.75,83.0,94.16666666666667,100.0,95.0,,70.0,45.0,40.0,50.0,90.0,0.0,33.33333333333333,,61.199999999999996,26.999999999999996,35.449999999999996,80.0
20,66.25,87.0,80.0,0.0,0.0,,75.0,35.0,55.00000000000001,20.0,60.0,30.0,33.33333333333333,,47.46666666666667,33.93333333333333,35.9,70.0
21,79.375,0.0,80.83333333333333,95.0,96.25,,0.0,70.0,80.0,60.0,100.0,50.0,58.333333333333336,,42.46666666666667,35.0,38.4,95.0
22,76.25,65.0,67.5,0.0,86.25,,65.0,85.0,30.0,60.0,40.0,0.0,0.0,,36.199999999999996,4.0,17.5,35.0
23,86.875,82.5,75.0,96.66666666666667,95.0,,70.0,10.0,90.0,60.0,90.0,70.0,0.0,,45.0,49.0,46.349999999999994,60.0
24,76.875,51.5,58.333333333333336,0.0,68.75,,70.0,25.0,40.0,60.0,90.0,100.0,33.33333333333333,,41.199999999999996,32.53333333333333,35.449999999999996,50.0
25,63.74999999999999,80.0,96.66666666666667,85.0,92.5,,75.0,25.0,60.0,60.0,80.0,70.0,41.66666666666667,,68.73333333333333,26.999999999999996,34.525,70.0
26,87.5,79.5,84.16666666666667,96.66666666666667,72.5,,90.0,95.0,80.0,85.0,80.0,70.0,70.83333333333334,,68.73333333333333,59.0,45.9,80.0
27,81.875,0.0,63.33333333333333,66.66666666666666,65.0,,100.0,50.0,80.0,0.0,30.0,0.0,45.83333333333333,,25.0,9.000000000000002,15.9,90.0
28,83.125,37.0,0.0,0.0,0.0,,30.0,20.0,15.0,0.0,0.0,0.0,0.0,,28.733333333333334,0.0,7.249999999999999,0.0
29,74.375,53.5,72.5,76.66666666666667,93.75,,70.0,25.0,35.0,60.0,40.0,20.0,29.166666666666668,,51.2,47.8,46.125,70.0
30,58.12500000000001,0.0,73.33333333333333,76.66666666666667,70.0,,90.0,0.0,15.0,50.0,100.0,80.0,33.33333333333333,,48.73333333333333,57.00000000000001,34.525,80.0
31,80.625,36.0,41.66666666666667,30.0,26.25,,30.0,45.0,50.0,60.0,80.0,0.0,29.166666666666668,,23.733333333333334,6.000000000000001,22.5,0.0
32,85.625,77.5,58.333333333333336,76.66666666666667,46.25,,75.0,80.0,45.0,60.0,0.0,50.0,8.333333333333332,,52.466666666666676,31.0,25.900000000000002,60.0
33,86.25,87.0,87.5,0.0,83.75,,100.0,95.0,30.0,0.0,50.0,0.0,87.5,,81.19999999999999,49.0,32.95,80.0
34,89.375,38.0,65.83333333333333,68.33333333333333,0.0,,65.0,25.0,45.0,0.0,0.0,0.0,0.0,,32.46666666666667,22.0,15.45,75.0
35,90.0,82.0,84.16666666666667,0.0,68.75,,70.0,0.0,90.0,80.0,70.0,70.0,29.166666666666668,,56.199999999999996,33.0,30.674999999999997,95.0
36,81.25,71.5,92.5,80.0,0.0,,70.0,25.0,45.0,40.0,80.0,20.0,0.0,,37.46666666666666,3.0000000000000004,15.0,65.0
37,0.0,25.0,45.0,23.333333333333332,0.0,,10.0,5.0,20.0,30.0,20.0,0.0,0.0,,12.466666666666667,3.0000000000000004,10.900000000000002,0.0
38,85.625,86.0,65.0,90.0,91.25,,0.0,0.0,55.00000000000001,85.0,70.0,40.0,29.166666666666668,,37.46666666666666,51.6,37.724999999999994,84.66666666666667
39,76.25,63.0,66.66666666666666,0.0,78.75,,70.0,65.0,25.0,30.0,50.0,0.0,45.83333333333333,,55.00000000000001,32.4,26.125,0.0
40,84.375,86.0,82.5,88.33333333333333,87.5,,70.0,45.0,35.0,70.0,70.0,0.0,0.0,,45.0,25.0,33.849999999999994,65.0
41,80.0,82.0,88.33333333333333,85.0,91.25,,85.0,70.0,55.00000000000001,85.0,50.0,70.0,20.833333333333336,,56.199999999999996,26.0,31.35,95.0
42,55.00000000000001,78.5,84.16666666666667,0.0,0.0,,40.0,25.0,40.0,0.0,70.0,80.0,0.0,,45.0,9.000000000000002,20.45,40.0
43,55.625,83.0,75.83333333333333,0.0,81.25,,70.0,25.0,80.0,0.0,60.0,0.0,4.166666666666666,,20.0,9.000000000000002,9.525,0.0
0,86.875,0.0,85.41666666666666,72.5,80.625,,15.0,85.0,40.0,65.0,0.0,45.0,33.33333333333333,,47.46666666666667,20.599999999999998,33.175,
1,98.75,90.0,96.66666666666667,86.66666666666667,0.0,,80.0,95.0,90.0,95.0,45.0,80.0,50.0,,72.46666666666665,72.00000000000001,51.800000000000004,
2,42.5,79.0,0.0,73.33333333333333,63.125,,80.0,40.0,40.0,40.0,60.0,75.0,37.5,,35.0,18.000000000000004,32.25,
